实际功率
0.882770735
0.900576054
0.932204499
0.931713544
0.9126972
0.903794541
0.894160902
0.891989788
0.895295555
0.87078051
0.868816688
0.847323747
0.840974056
0.88058871
0.824281568
0.88142879
0.874282659
0.815455279
0.755362325
0.705317594
0.713729298
0.748543499
0.698913352
0.672761788
0.720962709
0.70051714
0.674540138
0.665059242
0.651443409
0.607606537
0.56332235
0.53651618
0.473870257
0.470771782
0.44211089
0.374140828
0.379737721
0.36188876
0.37430448
0.405278317
0.397695782
0.359073949
0.274040455
0.226843265
0.221268193
0.220471754
0.193567392
0.155796548
0.127866635
0.139704117
0.152294399
0.14530101
0.151661612
0.165910232
0.204575705
0.194058347
0.178555063
0.149981453
0.142977154
0.104889917
0.100416767
0.113116149
0.101376857
0.055205219
0.056296232
0.052695891
0.043247725
0.008389884
-0.001963822
-0.007462524
-0.002345676
-0.007200681
-0.008509895
-0.00888084
-0.005575073
-0.007593445
-0.007331602
-0.002749351
0.004178577
0.005575073
0.002880272
-0.008138951
-0.005946017
0.00267298
0.015448733
0.02228938
0.022573043
0.015437823
0.005160488
0.015503284
0.006753366
-0.004211307
-0.005607803
-0.001516507
0.001352855
-0.004364049
-0.006186039
-0.004222217
-0.007811648
-0.006949748
-0.004778634
-0.008378974
-0.003098475
0.010419167
0.00888084
0.011139235
0.008509895
0.011401078
0.005553252
0.002203845
0.01430317
0.025202383
0.011368348
0.007473434
0.004931375
0.016408824
0.030799276
0.00888084
-0.000981911
0.009055402
0.03205394
0.056470794
0.079785725
0.045287918
0.033581357
0.02406773
0.012426629
0.013604923
0.029697353
0.034650549
0.039974689
0.036996225
0.040607476
0.042876781
0.07214864
0.065515285
0.053525061
0.071963167
0.083538807
0.06151127
0.042080342
0.05351415
0.04722992
0.050906631
0.055368871
0.054605163
0.064271531
0.062798665
0.085284427
0.102566061
0.105839098
0.085742652
0.069792053
0.076414497
0.073141461
0.078072836
0.065635296
0.060518449
0.068330097
0.06956294
0.05973292
0.062744114
0.040803858
0.04898645
0.066791769
0.066158982
0.070326649
0.072726876
0.072301381
0.050699339
0.034530537
0.045298828
0.038785485
0.040160161
0.024667787
0.016507015
0.015405093
0.027329857
0.027504419
0.017979882
0.030515612
0.042320365
0.04633529
0.048462764
0.060671191
0.050492047
0.038130878
0.047579044
0.049673787
0.084586179
0.111828755
0.149163194
0.133845382
0.089659386
0.07578171
0.096347291
0.096990988
0.096980078
0.120142268
0.127004735
0.171278012
0.19518209
0.164633747
0.141362456
0.120513212
0.103886186
0.146642955
0.182275415
0.163149971
0.185504811
0.204913919
0.192029065
0.230356325
0.184446529
0.184130136
0.173110912
0.186846756
0.214383905
0.196851339
0.199807982
0.229418054
0.273898623
0.295991621
0.339282987
0.384690916
0.421981715
0.450795348
0.38146152
0.346920072
0.311604006
0.351349582
0.294475114
0.325918087
0.540018329
0.446387658
0.49109734
0.451722708
0.433775557
0.429051474
0.432564533
0.490540924
0.482358332
0.437321347
0.456490432
0.423912806
0.403958192
0.384527264
0.344214362
0.352178751
0.323223287
0.292522202
0.250921905
0.218475201
0.184675642
0.166444828
0.16937965
0.165964782
0.154814637
0.121375112
0.103831635
0.099173013
0.103242488
0.13632198
0.201193567
0.24684152
0.264472277
0.275611512
0.273200375
